-73.808344|41.128393|PLV_LAT
NYC_William163_IP|International Programs and Services|•Study Abroad/International Student AD-16th Fl|dormmkr
NYC_JohnStreet|55 John Street|•Residence Halls|dormmkr
NYC_Broadway|182 Broadway|•Residence Hall|dormmkr
NYC_William|156 William Street|•Counseling Center–8th FL/Human Resources-5th Fl|hrmkr
NYC_William140|140 William Street|•Performing Arts|schimmelmkr
NYC_BEEKMAN|33 Beekman st|•Student housing|dormmkr
NYC_OnePace_OSA|Office of Student Assistance|•Holds/Financial questions/Degree verification -1st Fl|pace_osa_icon
NYC_Confucius|Office of Multicultural Affairs & Dean for Students|•Social Justice Center/Student Government- 9th Fl|socialjusticemkr
NYC_OnePacePlaza_CCAR|Center for Undergraduate Research Experiences |•CCAR Rm-Y31–3rd Fl|undergrademkr
NYC_CareerS|Career Services/Dyson Administration and Advisement|•Future for you begins here-14th FL/Dyson-16th Fl|csmkr
